"EDR151802","Textus secundum (2), mensurae (1); contulit et non invenit Loar a. 2014.<br>v. 1: Litterae MMMM nexu coniunctae (2)<br>Infra EDR140258, EDR151800, EDR151801"
"EDR151804","Textus secundum (1)<br>v. 1: II scriptum pro littera E<br>Eadem manu EDR151768, EDR151778, EDR151805, EDR151764 (1)<br>Prope  EDR151778, EDR151805, EDR151764 "
"EDR151805","Textus secundum (2) <br>Textus olim coniunctus cum EDR151778 (1), sed disiunctus apud (2) <br>v. 1: II scriptum pro littera E<br>Eadem manu EDR151768, EDR151778, EDR151764, EDR151804 (1)<br>Prope EDR 151778, EDR151764, EDR151804 "
"EDR151807","Textus secundum (2)<br>v. 1: graecum nomen est, &#922;&#955;&#940;&#948;&#959;&#1010; "
"EDR151808","Textus secundum (1) "
"EDR151823","Textus et mensurae secundum (1)<br>v. 1: htlim&#945;&#946;s? <br>Prope EDR151715, EDR151757, EDR151785, EDR151776, EDR151834"
"EDR151836","Textus et mensurae secundum (1)"
"EDR151684","Textus secundum (1)<br>v.1: Periit secundum Garrucci, citatus apud (1)"
"EDR151729","Textus secundum (1).<br>Periit secundum Garrucci, citatus apud (1)"
"EDR151731","Textus secundum (1)"
"EDR151733","Textus secundum (1)<br>v. 1: littera S cursiva est (1)"
"EDR151734","Textus secundum (1)<br>v.1: litterae R et S cursivae sunt (1)"
"EDR151735","Textus secundum (1)<br>v.1: Nomen litteris et Graecis et Latinis scriptum est.<br>Cfr. HARPOCRAS, CIL 04, p. 235 (Index)   "
"EDR151774","Textus secundum (1)"
"EDR151789","Textus secundum (1)<br>vv. 2-3: II scriptum pro littera E"
"EDR151790","Textus secundum (1)<br>v.1: nomen latinum Celsa est (1)"
"EDR140254","Textus secundum (1), mensurae secundum Fiorentino apud (1), contulerunt ad apographum Frampton et Loar a. 2014.<br>v. 1: litterae Graecae et Latinae (praeterea H/eta, Y/upsilon)?<br>v. 1: &#919;DIBUS pro EIDIBUS (i.e. IDIBUS) scriptum est; Y aut upsilon<br>v. 1: IANUARIUS (2)<br>v. 2: MYSTACOGUS pro MYSTAGOGUS; DOCENS aut DISCENS (1)<br>v. 4: fortasse in alia manu scripta est"
"EDR145434","Textus secundum (2), aliter (1); mensurae ex apographo apud (1)<br>v. 1: Nica Creteissiane (1); Nica i.e. &#957;&#943;&#954;&#8113;, ut videtur.<br>infra EDR145433"
"EDR146189","Textus secundum (2), aliter (1) (3)<br>v. 1: pdic, i.e. p<e>dic(at)<br>v. 3: ìauthri (1); ...auteri Marichal apud (3)<br>sub EDR146187"
"EDR146651","Textus secundum (2) (3), aliter (1); <br>Sub EDR146191 eadem manu.<br>Supra hunc titulum, sunt quaedam litterae Oscae quae sunt reddendae in litteris Romanorum sic: Mar&#770;kas (de fortasse eodem homine, cfr. EDR146889; de hac Osca declinatione, vide C. D. Buck, A Grammar of Oscan and Umbrian, Boston 1904, 115 §12); inter litteras Oscas est EDR152013."
"EDR146893","Textus mensuraeque secundum (1)<br>v. 1: &#924;&#959;&#955;&#945; ut cognomen (1)(2) (ut etiam alii citati apud (3)); ut appellatio derisa meretricium (3)(4) (ut etiam alii citati apud (3)); &#966;&#959;&#965;&#964;&#959;&#965;&#964;&#961;&#953;&#962; vox Latina (fututrix) esse videtur, scripta in litteris Graecis. -s pro -x non numquam accidit in litteris scariphatis Pompeianis (V. Väänänen, Le latin vulgaire des inscriptions pompéiennes, Berlin 1959, p. 65). Ergo, ut apparet, &#966;&#959;&#965;&#964;&#959;&#965;&#964;&#961;&#953;&#962; pro fututris, i.e. fututrix.<br>sub CIL 04, 02173."
"EDR147137","Textus secundum (2), aliter (1);; mensurae ex apographo apud (1).<br>v. 1: IA&#7788;R&#7788; (1); principium nominis IARINVS dubie (1), sine cunctatione (2), fortasse (3); littera A est sui generis.<br>supra CIL 04, 02204"
"EDR149104","Textus secundum (3) aliter (1), mensurae secundum (1)<br>v. 1: ultima parum certa sunt (1); VICTOR BENE FVT(VIT) (2); NOVIM&#12296;V&#12297;S alia manu (3)<br>pone EDR148436"
"EDR149111","Textus secundum (1)<br>v. 1: i.e. NON(IS) AVG(VSTIS) vel NON(AS) AVG(VSTAS)? (ut Benefiel a. 2015)<br>sub EDR149110"
"EDR150501","Textus secundum (3), mensurae secundum (1)<br>Olim una cum EDR151796; dividenda (3)<br>infra EDR150500"
"EDR151706","Textus et mensurae secundum (1)<br>v. 1: littera C pro Q posita (1)"
"EDR151730","Textus secundum (3), mensurae secundum (1)<br>Olim una cum EDR151796; dividenda (3)<br>infra EDR150500"
"EDR151840","Textus et mensurae secundum (1)<br>v. 1: EVERUS pro SEVERUS scriptum est? (1)<br>Prope et eadem manu EDR151844; prope EDR151845 "
"EDR151843","Textus et mensurae secundum (1)<br>v. 1: II scriptum pro E; littera R post addita (1)<br>Prope et eadem manu EDR151840; prope EDR151845 "
"EDR151845","Textus et mensurae secundum (1)<br>Prope EDR151840, EDR151844"
"EDR151851","Textus secundum (1)<br>v. 1: alta est 22,0 cm (1)<br>v. 2: alta est 18,0 cm (1) <br>Prope EDR151854, EDR151855"
"EDR151854","Textus et mensurae secundum (1)<br>v. 1: ANUMRUB confuso ordine pro URBANUM scriptum est, ut haec inscriptio praecedenti (i.e. EDR151851: RUSTICUS) quodammodo respondeat (1)<br>Prope EDR151851, EDR151855"
"EDR151887","Textus et mensurae secundum (1)"
"EDR151888","Textus secundum (1)<br>Prope EDR151913, EDR151959, EDR151961"
"EDR152013","Textus secundum (1)<br>v. 1: legendus ut principium nominis HERMEROS (1)<br>Supra EDR146651 inter quondam titulum Oscum."
"EDR152017","Textus et mensurae secundum (1)<br>v. 1: scribet pro scribit (3); condisces pro condiscens = condiscipulus (3)<br>sub EDR150376, fortasse eadem manu"
"EDR140142","Textus et mensurae secundum (1), contulerunt Clikeman, King, Liu, Loar, Lundquist a. 2014, sed tantum &#922;&#927;&#915; viderunt.<br>v. 1: &#922;&#927;&#915;&#921;&#932;&#913;&#932;&#927;&#933;&#1017; scriptum Graece pro COGITATUS"
"EDR151710","Textus secundum (1), locus inventionis secundum (2), aliter (1)(3)<br>v. 1: alia manu in ultima I scripta est S vel R, pone S ultimam V[- - -] (1)<br>Cf. EDR151707, EDR151709 fortasse eadem manu"
"EDR150390","Textus et mensurae secundum (1)"
"EDR150757","Textus et mensurae secundum (1). II scriptum pro littera ""e"""
"EDR150758","Textus et mensurae secundum (1)"
"EDR150991","Textus et mensurae secundum (1).<br>Haec est una ex plurimis fragmentis tectorii antiquorium aedium huc quondam translatis."
"EDR151026","Textus et mensurae secundum (1). Primum verbum fortasse ""scribit"" (1)"
"EDR151027","Textus et mensurae secundum (1)."
"EDR151712","Textus secundum (1), locus inventionis secundum (2), aliter (1)(3)<br>Supra EDR151709"
"EDR151713","Textus secundum (2), locus inventionis secundum (4), aliter (1)(5)<br>Sub EDR151710 (1)<br>Locus inventionis incertus est: VI.9 vel VI.10 (1); VI.7 vel VI.8 (3)<br>Primae AC ad titulum non pertinent (3)"
"EDR151716","Textus secundum (1), mensurae secundum (1)(2), locus inventionis secundum (4), aliter (1)(5)<br>v.1: IVLIVS alia manu, Q super IVS prioris vocis scripta (1)(5)"
"EDR151717","Textus secundum (1), locus inventionis secundum (3), aliter (1)(4) <br>Sub EDR151716<br>Cf. EDR151710, fortasse eadem manu"
"EDR151719","Textus secundum (1), locus inventionis secundum (3), aliter (1)(4)<br>Sub EDR151704"
"EDR151722","Textus secundum (1), locus inventionis secundum (3), aliter (1)(4)<br>Sub EDR151719, supra EDR151709"
"EDR151760","Textus secundum (2), aliter (1)(5); locus inventionis secundum (4), aliter (1)(5)<br>v. 2 alia manu (1)<br>Sub EDR151709<br>Locus inventionis incertus est: VI.9 vel VI.10 (1); VI.7 vel VI.8 (3)<br>v. 1: OPIVU&#7746; Marichal in schedis; fortasse OTIVM? (3)<br>v. 2: alia manu (1)"
"EDR151779","Textus secundum (1), locus inventionis secundum (3), aliter (1)(4)<br>v. 1: &#7806; vel E; prima &#7882; vel S<br>Sub EDR151713<br>"
"EDR150388","Textus et mensurae secundum (1). "
"EDR154092","Textus et mensurae secundum (1)<br>v. 1: lat.: 10,4; litt. alt.: 0,4-2,8<br>v. 2: lat.: 9,4; litt. alt.:0,5-1,8<br>v. 1: QUNEI pro CUNEI<br>v. 1-2: II pro littera E scripta"
"EDR154047","Textus et mensurae secundum (1)<br>Prope EDR154092"
"EDR154046","Textus et mensurae secundum (1)"
"EDR154045","Textus et mensurae secundum (1)"
"EDR154043","Textus et mensurae secundum (1)<br>v. 1: lat.: 4,6; litt. alt.: 0,6-1,0<br>v. 2: lat.: 13,9; litt. alt.: 0,5-1,1"
"EDR153854","Textus secundum (1)"
"EDR153851","Textus et mensurae secundum (1)"
"EDR153743","Textus secundum (2); mensurae secundum (1)<br>Prope EDR153742"
"EDR154189","Textus et mensurae secundum (1)"
"EDR154190","Textus et mensurae secundum (1)"
"EDR154368","Textus et mensurae secundum (1)<br>v. 1: lat.: 60,0; litt. alt.:8,0-9,0<br>v. 2: lat.: 10,0; litt. alt.:2,5<br>Ciprotti, apud (1), dicit: Vestigia nonnulla vidi, quae ad hunc titulum pertinere possunt."
"EDR154372","Textus et mensurae secundum (1)<br>v. 1: II pro littera E scriptum"
"EDR154373","Textus secundum (1)"
"EDR154588","Textus et mensurae secundum (1)<br>Prope EDR140204"
"EDR154589","Textus et mensurae secundum (1)"
"EDR154590","Textus et mensurae secundum (1)<br>v. 1: II pro littera E scriptum<br>Prope EDR152963, EDR152964, et EDR154591"
"EDR154592","Textus et mensurae secundum (1)"
"EDR154593","Textus et mensurae secundum (1)"
"EDR154594","Textus et mensurae secundum (1)<br>Prope EDR151894"
"EDR154595","Textus et mensurae secundum (1)"
"EDR151792","Textus secundum (1), locus inventionis secundum (3), aliter (1)(4)<br>Cf. EDR151793"
"EDR151864","Textus et mensurae secundum (1)"
"EDR151874","Textus secundum (2), mensurae secundum (1)<br>Imago huius tituli in (1) versa est.<br>vv. 1-3: tres lineae altae, post quas duae lineae minores.<br>Super hoc titulo vestigia paucarum litterarum videntur apud (1) quae non in imagine apud (2) sunt."
"EDR151877","Textus secundum (1)<br>Titulus EDR151886 inter vv. 2-3 stat"
"EDR151926","Textus secundum (1), locus inventionis secundum (3), aliter (1)(4)<br>Prope EDR151787"
"EDR154369","Textus et mensurae secundum (1)"
"EDR154370","Textus secundum (4); mensurae secundum (3)<br>"
"EDR154542","Textus et mensura secundum (1)<br>v. 1: II scriptum pro littera E"
"EDR154563","Textus secundum (1)"
"EDR154566","Textus et mensurae secundum (1)<br>v. 1: lat.: 3,7<br>v. 2: lat.: 4,2<br>v. 3: lat.: 2,9"
"EDR154570","Textus et mensurae secundum (1)<br>Prope EDR154571, EDR154572, EDR154573, EDR140251, EDR140252  "
"EDR154571","Textus et mensurae secundum (1)<br>Prope EDR154570, EDR154572, EDR154573, EDR140251, EDR140252"
"EDR154572","Textus et mensurae secundum (1)<br>v. 1: II scriptum pro littera E <br>Prope EDR154570, EDR154571, EDR154573, EDR140251, EDR140252  "
"EDR154573","Textus et mensura secundum (1); contulerunt Lundqvist, Dollings, Thayer, Crawford, et Toscano (HGP) a. 2014<br>v. 1: II pro littera E scriptum<br>Prope EDR154570, EDR154571, EDR154572, EDR140251, EDR140252"
"EDR154574","Textus et mensurae secundum (3)<br>v. 1: MAI in nexu<br>v. 2: PAERIIT pro PERIIT scriptum; II pro littera E scriptum<br>v. 1: lat.: 17,8; litt. alt.: 3,2-11,0<br>v. 2: lat.: 20,2; litt. alt.: 0,8-6,7<br>Infra, in eodem pariete alter titulus apparetur in quo littera graeca &#931; pro littera E scriptum est: FUG&#931;O TULLIA NIGRUM LUM&#931;N ABSTULIT[+]&#931; VIVIUM (3), qui nostrae aetatis est (4-5). Hic titulus secundum (4-5) legi debet: FALSO TULLIA NIGRUM LUMEN ABSTULIT &#931;VIVIA (pro SVILIA, i.e. AILIVS retrograde, pro nomen Italicum Elio)."
"EDR154575","Textus et mensurae secundum (1)<br>v. 1: II pro littera E scriptum"
"EDR154576","Textus et mensurae secundum (1)<br>v. 1: lat.: 6,4; litt. alt.: 0,4-0,8<br>v. 2: lat.: 5,4; litt. alt.: 0,5-1,0<br>v. 3: lat.: 2,6; litt. alt.: 0,9-1,0<br>v. 4: lat.: 4,2; litt. alt.: 0,5-1,2<br>v. 5: lat.: 2,8; litt. alt.: 0,5-0,9<br>v. 6: lat.: 2,9; litt. alt.: 1,1-1,4"
"EDR154591","Textus et mensurae secundum (1)<br>v. 1: II pro littera E scriptum<br>Prope EDR152963, EDR152964, et EDR154590 "
"EDR151910","Textus et mensurae secundum (1)"
"EDR153111","Textus et mensurae secundum (1)<br>v. 1: FUIBUS pro PHOEBUS scriptum in casu nominativo pro vocativo (1). <br>lat: 5,6; litt. alt. 0,7-1,5 (1)<br>v. 2: EGROTES pro AEGROTES scriptum (1)<br>lat. 6,5; litt. alt. 1,1-2,1 (1)"
"EDR153151","Textus et mensurae secundum (1)"
"EDR153356","Textus et mensurae secundum (1)"
"EDR153357","Textus et mensurae secundum (1)<br>"
"EDR153358","Textus et mensurae secundum (1)"
"EDR153483","Textus et mensurae secundum (1)"
"EDR153484","Textus et mensurae secundum (1)<br>v. 1: Hi{m}me(rus) (1)"
"EDR153485","Textus et mensurae secundum (1)"
"EDR153486","Textus et mensurae secundum (1)"
"EDR153609","Textus et mensurae secundum (1)<br>v. 1: vel MET(T)I(US) (1); II scriptum pro littera E."
"EDR153613","Textus et mensurae secundum (1)<br>v. 1: lat.: 15,9; litt. alt.: 0,9-3,8<br>v. 2: lat.: 12,0; litt. alt.: 1,2-3,5"
"EDR153615","Textus secundum (1)"
"EDR153740","Textus secundum (2), mensurae secundum (1); contulerunt sed non invenerunt Lundqvist, Dollings, Thayer, Crawford, et Toscano (HGP) a. 2014"
"EDR153741","Textus et mensurae secundum (1)<br>"
"EDR153742","Textus secundum (2); mensurae secundum (1)<br>Prope EDR153743"
"EDR153850","Textus et mensurae secundum (1)"
"EDR153852","Textus et mensurae secundum (1)"
"EDR154044","Textus et mensurae secundum (1)<br>v. 1: lat.: 14,0; litt. alt.: 1,1-2,9<br>v. 2: lat.: 23,6; litt. alt.: 0,8-2,1"
"EDR154371","Textus et mensura secundum (1)<br>v. 1: sensum RUSIUNNAE incertum est, fortasse nomen in casu genetivo."
"EDR154421","Textus et mensura secundum (2), aliter (1) qui dat: VII ASSIIS (II pro E)<br>v. 2: ""In nota V caput gladiatoris ad sin. versum et galea armatum pictum est."" "
"EDR154429","Textus secundum (2); mensurae secundum (1)"
"EDR154430","Textus et mensura secundum (1)<br>v. 1: Della Corte apud (1) legit OMNIBUS SALINENSI[B]U[S] [(SALUTEM)]."
"EDR154431","Textus et mensura secundum (1)<br>v. 1: bacillo ligneo in molli tectorio delineatum"
"EDR154432","Textus et mensura secundum (1)<br>v. 1: tantum PHYL scriptum, fortasse pro nomen, PHYLLIS?"
"EDR154437","Textus secundum (1)<br>v. 1: viginti et unum singulis ictibus scriptum<br>Prope EDR154042, ad sinistram EDR154439, et supra EDR154440, EDR154441, EDR154442"
"EDR154439","Textus secundum (1)<br>v. 1: viginti singulis ictibus scriptum<br>Prope EDR154042, ad dextram EDR154437, et supra EDR154440, EDR154441, EDR154442"
"EDR154440","Textus secundum (1)<br>v. 1: undeviginti singulis ictibus scriptum<br>Prope EDR154042, infra EDR154437 et EDR154439, ad dextram EDR154441, supra EDR154442"
"EDR154441","Textus secundum (1)<br>v. 1: duodecim singulis ictibus scriptum<br>Prope EDR154441, infra EDR154437 et EDR154439, ad sinistram EDR154440, supra EDR154442"
"EDR154442","Textus secundum (1)<br>v. 1: quattuor singulis ictibus scriptum<br>Prope EDR154042, infra EDR154437, EDR154439, EDR154440, et EDR154441"
"EDR154443","Textus secundum (1)<br>v. 1: fortasse carbone scriptum (1)<br>Prope EDR154444"
"EDR154444","Textus secundum (1)<br>Prope EDR154443"
"EDR154445","Textus secundum (1)<br>Prope EDR154446"
"EDR154446","Textus secundum (1)<br>Prope EDR154445"
"EDR154537","Textus et mensurae secundum (1)"
"EDR154538","Textus et mensurae secundum (1)"
"EDR154539","Textus secundum (1)<br>v. 4: II pro littera E"
"EDR154540","Textus et mensura secundum (1)"
"EDR154541","Textus secundum (1)<br>Iuxta EDR156779"
"EDR154568","Textus et mensurae secundum (1)<br>v. 1: PISU aut RISU (1)<br>v. 2: fortasse [TOR]QUATUS, aut QUATUS scriptum est pro QUARTUS vel QUATTUOR vel QUADRUPLUM apud (1). II pro littera E scriptum.<br>v. 1: lat.: 5,3; litt. alt.: 0,4-1,2<br>v. 2: lat.: 6,5; litt. alt.: 0,4-0,8<br>v. 3: lat.: 4,6; litt. alt.: 0,4-1,8<br>Prope et eadem manu ut EDR154567 et EDR154569"
"EDR154569","Textus et mensurae secundum (1)<br>v. 1: CASIUM pro CAESIUM?<br>v. 2: II pro littera E scriptum<br>v. 1: lat.: 5,4; litt. alt.: 0,4-1,2<br>v. 2: lat.: 9,9; litt. alt.: 0,4-1,1<br>Prope et eadem manu ut EDR154567 et EDR154568"
"EDR151861","Textus et mensurae secundum (1)"
"EDR151863","Textus et mensurae secundum (1)"
"EDR151865","Textus et mensurae secundum (1)<br>v. 1: littera ultima incerta est"
"EDR151866","Textus et mensurae secundum (1)<br>v. 1: II scriptum pro littera E<br>De hoc cognomine, vide EDR126746 quo ONESIMUS in Tabula Herculanense ter apparet."
"EDR151867","Textus et mensurae secundum (1)<br>v. 1: II scriptum pro littera E"
"EDR151872","Textus et mensurae secundum (1)<br>v. 1: II pro littera E scriptum<br>v. 1: lat.: 6,1; litt. alt.: 0,5-1,9<br>Prope EDR140180, EDR140141, EDR140138, EDR140139, EDR140134, EDR140164"
"EDR151873","Textus secundum (1)<br>v. 1: aut SOCIO E[T---]? (1)<br>v. 1: lat.: 30,8; litt. alt.: 4,9-8,0<br>v. 2: lat.: 5,3; litt. alt.: 5,6<br>v. 2: lectio est difficilis (1)"
"EDR151876","Textus et mensurae secundum (1)<br>v. 1: Littera post CU fortasse est P vel R (1)"
"EDR151884","Textus et mensurae secundum (1)"
"EDR151892","Textus et mensurae secundum (1)"
"EDR151898","Textus secundum (1). Contulerunt Frampton, Hightower, Smith, Sypniewski, Wells, Weiss a. 2014. Mensurae secundum gruppo HGP a. 2014.<br>v. 1: PHLAVIA pro FLAVIA scriptum est. Tantum hoc verbum nunc remanet."
"EDR154447","Textus et mensurae secundum (1), periit (1)<br>v. 1: II pro littera E scriptum<br>v. 2: lectio COSSUTIUS non certa est.<br>Prope EDR142442"
"EDR154567","Textus et mensurae secundum (1)<br>v. 1: II pro littera E scriptum, QVATOR pro QVATTVOR <br>Prope et eadem manu ut EDR154568 et EDR154569"
"EDR150399","Textus et mensurae secundum (1).<br>Prope EDR140186"
"EDR140036","Textus secundum (1)<br>v. 3: Herculanei?, apud (1)"
"EDR140149","Textus secundum (2-3), contulerunt Clikeman, King, Liu, Loar, Lundquist a. 2014.<br>v. 1: Alcimus (1)"
"EDR151818","Textus secundum (1)<br>v. 1: MA in nexu<br>Supra EDR140254 et EDR151816<br>De hac sententia, vide EDR140036 in alio membro eiusdem aedificii"
"EDR151829","Textus et mensurae secundum (1)<br>v. 1: II scriptum pro littera E"
"EDR151895","Textus et mensurae secundum (1)<br>v. 1: IVERE IERI? (1); fortasse II scriptum pro littera E. "
"EDR151901","Textus secundum (1)"
"EDR153800","Textus secundum (1)<br>Prope EDR154423"
"EDR154423","Textus secundum (1)<br>Prope EDR153800"
"EDR151594","Textus et mensurae secundum (1). <br>v. 1: Actii aut Acte"
"EDR154433","Textus et mensurae secundum (1)<br>v. 1: lat.: 5,5; litt. alt.: 0,4-1,4<br>v. 2: lat.: 13,4; litt. alt.: 0,5-2,5<br>v. 3: lat.: 7,0; litt. alt.: 0,6-1,5<br>v. 4: fortasse SUURUS pro SYRUS; lat.: 6,0; litt. alt.: 0,6-2,0<br>v. 5: lat.: 7,5; litt. alt.: 0,7-1,9<br>v. 3: Pro UROSACULA legi posse etiam PROSACULA scripsit Della Corte (1)"
"EDR154533","Textus et mensura secundum (1)<br>Supra EDR154534 et EDR154535"
"EDR154534","Textus et mensura secundum (1)<br>De eodem nomine vide EDR145936<br>Infra EDR154533 et supra EDR154535"
"EDR154535","Textus et mensura secundum (1)<br>v. 1: L fortasse non praenomen LUCIUS significat aut non recte scriptum est. ACTI ad Actium Anicetum mimum videtur referre qui in duobus Herculenensibus et sedecim Pompeianis titulis memoratur (2).  <br>Infra EDR154533 et EDR154534"
"EDR151835","Textus et mensurae secundum (1)<br>v. 1: fortasse EST RES INCO(N)SID[ERATA], sed lectio valde dubia est (1)"
"EDR151886","Textus et mensurae secundum (1)<br>Stat inter vv. 2-3 EDR151877"
"EDR151897","Textus et mensurae secundum (1) <br>v. 1: BOMBYLION proponitur ut nomen graecum (2); aliter apud (1) ut nomen graecum BOMBUKION (1)<br>v. 1: lat.: 6,2; litt. alt.: 0,4-1,3<br>v. 2: lat.: 4,4; litt. alt.: 0,7-1,7"
"EDR151948","Textus et mensurae secundum (1)<br>v. 1: vestigia litterarum tenuissimarum valde evanidarum exstant (2).<br>De patre et filio eiusdem nominis, vide EDR152803 (vv. 7 et 9)"
"EDR152930","Textus et mensurae secundum (1)<br>"
"EDR152962","Textus et mensurae secundum (1)<br>v. 2: signum quid significat incertum est sed fortasse sagittam parvam sursum monstrantem adsimilat.<br>Prope EDR152931"
"EDR153849","Textus et mensurae secundum (1)<br>De eadem sententia vide EDR153853"
"EDR153853","Textus et mensurae secundum (1)<br>De eadem sententia vide EDR153849"
"EDR140053","Textus et mensurae secundum (1), contulerunt Sypniewski, Wells (HGP) a. 2014 et tantum MA (v. 3) manent. Iam tempore CIL, solum v. 3 manebat (1).<br>v. 1: lat.: 1,5; litt. alt.: 4,2<br>v. 2: lat.: 3,0; litt. alt.: 0,5-1,1<br>v. 3: lat.: 4,0; litt. alt.: 0,4-1,5"
"EDR154500","Textus secundum imaginem ad (1); contulerunt ad apographum Sypniewski et Benefiel.<br>v. 1-2: carbone; v. 3: graphio scripta"
"EDR151868","Textus et mensurae secundum (1), contulerunt ad apographum Hardy, King, Sykes, Sypniewski (HGP) a. 2016.<br>Col. I, v. 4: COTIDIAN CII potest legi (1)<br>Col. I, v. 6: URCIOLOS pro URCEOLOS<br>Col. I, v. 7: QUATUOR pro QUATTUOR<br>Col. I, v. 12: LYTRUM pro LUTEREM<br>Supra EDR140039"
"EDR151890","Textus et mensurae secundum (1) <br>v. 1: prima autem littera potest esse etiam D, ut primum verbum conici possit [Ovi]dio (1).<br>v. 1: lat.: 34,7; litt. alt.: 1,1-13,8<br>v. 2: lat.: 25,1; litt. alt.: 3,1-5,0"
"EDR151894","Textus et mensurae secundum (1) <br>v. 1: lat.: 13.3; litt. alt.: 2,0-4,0<br>v. 2: lat.: 13.2; litt. alt.: 1,4-3,0"
"EDR151896","Textus secundum (1). Contulerunt et mensuras prenderunt Frampton, Hightower, Smith, Sypniewski, Weiss, Wells (HGP) a. 2014. <br>v.1: Vestigia litterae F solae remanent; lat.: 0,1; alt.: 1,5 a. 2014 (HGP)."
"EDR154434","Textus secundum (1)<br>v. 1: lat.: 9,5; litt. alt.: 3,0-5,0<br>v. 2: lat.: 10,4; litt. alt.: 0,2-1,8<br>v. 3: lat.: 6,0; litt. alt.: 0,3-1,0<br>vv. 1-2: IULIAS scriptum bis.<br>v. 3: HILA(RE) aut HILA(RIS) apud (1)"
"EDR153487","Textus et mensurae secundum (1)<br>De aliis exemplis huius carminis, vide CIL 04, 01227, 02995, 06697, 08114, 08231, 08891, 09849, 10065a.<br>v. 1: lat: 2,7; litt. alt.: 0,2-0,4 (1)<br>v. 2: lat: 3,0; litt. alt.: 0,2-0,4 (1)<br>v. 3: lat: 3,6; litt. alt.: 0,2-0,5 (1)<br>v. 4: lat: 7,0; litt. alt.: 0,2-0,7 (1)"
"EDR156776","Textus secundum (1) <br>Prope EDR145936"
"EDR156779","Textus secundum (1)<br>Iuxta EDR154541, supra EDR140987"
